Trimestre;Sexo;Idade;Faixa_Etaria;Cor_Raca;Nivel_Instrucao;Anos_Estudo;Anos_Estudo_Num;Forca_Trabalho;Ocupacao;Posicao_Ocupacao;Ocupacao_Grupo;Horas_Trabalhadas;Grupo_Jornada;Renda;Faixa_Renda;Urbano
T1;Mulher;43;40 a 59 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;24;21h a 40h;400;Até 1 salário mínimo;Urbana
T1;Homem;47;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca;20;Até 20h;400;Até 1 salário mínimo;Urbana
T1;Homem;22;18 a 24 anos;Branca;Superior incompleto ou equivalente;15 anos de estudo;15;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;20;18 a 24 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;29;25 a 39 anos;Parda;Médio incompleto ou equivalente;10 anos de estudo;10;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;24;21h a 40h;600;Até 1 salário mínimo;Urbana
T1;Homem;34;25 a 39 anos;Parda;Fundamental incompleto ou equivalente;7 anos de estudo;7;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Ocupações elementares;20;Até 20h;500;Até 1 salário mínimo;Urbana
T1;Mulher;45;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;8 anos de estudo;8;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;39;25 a 39 anos;Parda;Fundamental incompleto ou equivalente;7 anos de estudo;7;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;30;21h a 40h;1000;Até 1 salário mínimo;Urbana
T1;Homem;17;14 a 17 anos;Parda;Médio incompleto ou equivalente;10 anos de estudo;10;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;16;14 a 17 anos;Parda;Fundamental incompleto ou equivalente;7 anos de estudo;7;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;6;Menos de 14 anos;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;39;25 a 39 anos;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;17;14 a 17 anos;Parda;Médio incompleto ou equivalente;11 anos de estudo;11;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;13;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;7 anos de estudo;7;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;13;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;7 anos de estudo;7;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;27;25 a 39 anos;Parda;Médio incompleto ou equivalente;11 anos de estudo;11;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;27;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Ocupações elementares;48;Acima de 44h;1412;Até 1 salário mínimo;Urbana
T1;Mulher;34;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;20;Até 20h;250;Até 1 salário mínimo;Urbana
T1;Mulher;78;60 anos ou mais;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;19;18 a 24 anos;Parda;Médio incompleto ou equivalente;11 anos de estudo;11;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;21;18 a 24 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;55;40 a 59 anos;Preta;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Profissionais das ciências e intelectuais;40;21h a 40h;3000;Mais de 2 a 3 salários mínimos;Urbana
T1;Homem;59;40 a 59 anos;Branca;Superior incompleto ou equivalente;13 anos de estudo;13;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Ocupações elementares;44;41h a 44h;1412;Até 1 salário mínimo;Urbana
T1;Homem;29;25 a 39 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Profissionais das ciências e intelectuais;44;41h a 44h;6000;Mais de 4 a 5 salários mínimos;Urbana
T1;Homem;61;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Ocupações elementares;40;21h a 40h;1800;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;48;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Ocupações elementares;36;21h a 40h;2200;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;24;18 a 24 anos;Parda;Médio incompleto ou equivalente;11 anos de estudo;11;Pessoas na força de trabalho;Pessoas desocupadas;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;21;18 a 24 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Operadores de instalações e máquinas e montadores;24;21h a 40h;300;Até 1 salário mínimo;Urbana
T1;Homem;19;18 a 24 anos;Parda;Médio incompleto ou equivalente;11 anos de estudo;11;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;25;21h a 40h;1000;Até 1 salário mínimo;Urbana
T1;Homem;7;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;1 ano de estudo;1;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;3;Menos de 14 anos;Parda;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;1;Menos de 14 anos;Parda;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;64;60 anos ou mais;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Profissionais das ciências e intelectuais;32;21h a 40h;4300;Mais de 3 a 4 salários mínimos;Urbana
T1;Homem;66;60 anos ou mais;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Trabalhadores de apoio administrativo;40;21h a 40h;1800;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;40;40 a 59 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Profissionais das ciências e intelectuais;60;Acima de 44h;8000;Mais de 5 salários mínimos;Urbana
T1;Homem;35;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores de apoio administrativo;44;41h a 44h;1800;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;30;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;44;41h a 44h;2200;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;20;18 a 24 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;63;60 anos ou mais;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;65;60 anos ou mais;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;34;25 a 39 anos;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;50;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Membros das forças armadas, policiais e bombeiros militares;48;Acima de 44h;3000;Mais de 2 a 3 salários mínimos;Urbana
T1;Mulher;45;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;25;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;44;41h a 44h;1412;Até 1 salário mínimo;Urbana
T1;Homem;13;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;7 anos de estudo;7;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;91;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;89;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;40;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;40;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;7 anos de estudo;7;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca;40;21h a 40h;1000;Até 1 salário mínimo;Urbana
T1;Mulher;22;18 a 24 anos;Parda;Superior incompleto ou equivalente;15 anos de estudo;15;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;20;18 a 24 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;61;60 anos ou mais;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;64;60 anos ou mais;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;43;40 a 59 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Público com carteira;Profissionais das ciências e intelectuais;30;21h a 40h;1412;Até 1 salário mínimo;Urbana
T1;Homem;28;25 a 39 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Técnicos e profissionais de nível médio;40;21h a 40h;1412;Até 1 salário mínimo;Urbana
T1;Mulher;14;14 a 17 anos;Branca;Fundamental completo ou equivalente;9 anos de estudo;9;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;39;25 a 39 anos;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca;20;Até 20h;400;Até 1 salário mínimo;Urbana
T1;Homem;56;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca;30;21h a 40h;600;Até 1 salário mínimo;Urbana
T1;Mulher;46;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas na força de trabalho;Pessoas ocupadas;Familiar auxiliar;Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca;30;21h a 40h;NA;NA;Urbana
T1;Mulher;27;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Familiar auxiliar;Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca;10;Até 20h;NA;NA;Urbana
T1;Homem;22;18 a 24 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Familiar auxiliar;Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca;30;21h a 40h;NA;NA;Urbana
T1;Homem;0;Menos de 14 anos;Branca;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;61;60 anos ou mais;Parda;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Profissionais das ciências e intelectuais;30;21h a 40h;4000;Mais de 2 a 3 salários mínimos;Urbana
T1;Homem;59;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;24;21h a 40h;3000;Mais de 2 a 3 salários mínimos;Urbana
T1;Mulher;54;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca;20;Até 20h;300;Até 1 salário mínimo;Urbana
T1;Mulher;88;60 anos ou mais;Preta;Fundamental incompleto ou equivalente;7 anos de estudo;7;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;75;60 anos ou mais;Parda;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;69;60 anos ou mais;Branca;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;57;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;40;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;1 ano de estudo;1;Pessoas na força de trabalho;Pessoas ocupadas;Doméstico sem carteira;Ocupações elementares;12;Até 20h;300;Até 1 salário mínimo;Urbana
T1;Homem;46;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;1 ano de estudo;1;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;22;18 a 24 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas desocupadas;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;21;18 a 24 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;48;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;1 ano de estudo;1;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;45;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;1 ano de estudo;1;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;49;40 a 59 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;40;21h a 40h;4200;Mais de 2 a 3 salários mínimos;Urbana
T1;Mulher;49;40 a 59 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;14;14 a 17 anos;Branca;Fundamental incompleto ou equivalente;7 anos de estudo;7;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;53;40 a 59 anos;Parda;Fundamental completo ou equivalente;9 anos de estudo;9;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores dos serviços, vendedores dos comércios e mercados;40;21h a 40h;2000;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;51;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;22;18 a 24 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;45;Acima de 44h;1412;Até 1 salário mínimo;Urbana
T1;Mulher;34;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;48;Acima de 44h;1412;Até 1 salário mínimo;Urbana
T1;Homem;33;25 a 39 anos;Parda;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Técnicos e profissionais de nível médio;44;41h a 44h;2000;Mais de 1 a 2 salários mínimos;Urbana
T1;Mulher;10;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;56;40 a 59 anos;Parda;Sem instrução e menos de 1 ano de estudo;Sem instrução e menos de 1 ano de estudo;0;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;70;60 anos ou mais;Preta;Fundamental incompleto ou equivalente;1 ano de estudo;1;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;17;14 a 17 anos;Parda;Fundamental completo ou equivalente;9 anos de estudo;9;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;12;Menos de 14 anos;Parda;Fundamental incompleto ou equivalente;4 anos de estudo;4;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;48;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;5 anos de estudo;5;Pessoas na força de trabalho;Pessoas ocupadas;Doméstico sem carteira;Ocupações elementares;2;Até 20h;180;Até 1 salário mínimo;Urbana
T1;Homem;40;40 a 59 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas desocupadas;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;40;40 a 59 anos;Branca;Superior completo;16 anos ou mais de estudo;16;Pessoas na força de trabalho;Pessoas ocupadas;Militar/estatutário;Profissionais das ciências e intelectuais;40;21h a 40h;5600;Mais de 3 a 4 salários mínimos;Urbana
T1;Homem;8;Menos de 14 anos;Branca;Fundamental incompleto ou equivalente;2 anos de estudo;2;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Homem;22;18 a 24 anos;Branca;Superior incompleto ou equivalente;15 anos de estudo;15;Pessoas na força de trabalho;Pessoas ocupadas;Público sem carteira;Técnicos e profissionais de nível médio;25;21h a 40h;500;Até 1 salário mínimo;Urbana
T1;Mulher;23;18 a 24 anos;Branca;Superior incompleto ou equivalente;13 anos de estudo;13;Pessoas fora da força de trabalho;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;3;Menos de 14 anos;Branca;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Urbana
T1;Mulher;44;40 a 59 anos;Parda;Médio incompleto ou equivalente;11 anos de estudo;11;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios;30;21h a 40h;300;Até 1 salário mínimo;Urbana
T1;Homem;47;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;3 anos de estudo;3;Pessoas na força de trabalho;Pessoas ocupadas;Privado sem carteira;Trabalhadores dos serviços, vendedores dos comércios e mercados;30;21h a 40h;600;Até 1 salário mínimo;Urbana
T1;Homem;24;18 a 24 anos;Branca;Médio completo ou equivalente;12 anos de estudo;12;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Ocupações elementares;40;21h a 40h;1412;Até 1 salário mínimo;Urbana
T1;Homem;47;40 a 59 anos;Parda;Fundamental incompleto ou equivalente;4 anos de estudo;4;Pessoas na força de trabalho;Pessoas ocupadas;Privado com carteira;Ocupações elementares;44;41h a 44h;1412;Até 1 salário mínimo;Urbana
T1;Mulher;42;40 a 59 anos;Branca;Fundamental incompleto ou equivalente;6 anos de estudo;6;Pessoas na força de trabalho;Pessoas ocupadas;Conta-própria;Ocupações elementares;20;Até 20h;600;Até 1 salário mínimo;Urbana
